mincan_id,namemine,town,province,latitude,longitude,commodityall,information,mine_status,operation_periods,main_id
NT-MINCAN-27a421e9,,Gordon Lake ,Northwest Territories,62.9875,-113.20416666666668,Gold,"""In the summer of 1938 an average of 50 employees worked at Camlaren. Women and children of employees were also living on the property, being housed in small tent shacks and log cabins in the area. Ken Muir was mine manager, Hugh Fraser was geologist, A. Van Raalte was engineer, and Fred Prout was master mechanic. Camlaren Mine was a well-built camp, consisting of two bunkhouses and a cookery. Ken Muir, mine manager, had his own house"" (source1 (Silke), p.72)
""A 70 man camp was erected on Muir Island in 1980 consisting of 25 Atco portable trailers, arranged into two forty-man bunkhouses, one cookery complex, a recreation hall and commissary, and a 70 man dry. In 1979, the operation was considered to have a 16-month life span, and even though the project was extended a few more months, the short life of the Camlaren operation required that the site be totally portable.""(source1 (Silke), p.74)",Inactive,1963–1963; 1980–1981,
ON-MINCAN-d3953172,Adams,Kirkland Lake,Ontario,48.06926,-79.93457,Iron,,Inactive,1964–1990,
ON-MINCAN-c1cce67a,,Manitouwadge ,Ontario,49.18005,-85.888,Copper,,Inactive,1964–1976,
ON-MINCAN-1d5ade6c,Silverfields Division,Cobalt ,Ontario,47.3950915150957,-79.6857819836151,Silver,,Inactive,1965–1983,
MB-MINCAN-3d59755d,,Black Island ,Manitoba,51.2069415490319,-96.4485659879646,Silica,,Inactive,1965–1993,
BC-MINCAN-3862a627,,Boss Mountain ,British Columbia,52.096666,-120.9075,"Molybdenum, Copper, Zinc, Tungsten, Silver, Bismuth, Rhenium",,Inactive,1965–1983,
ON-MINCAN-434e9b08,,Timmins ,Ontario,48.53393,-81.56071,Copper,,Inactive,1966–1971,
BC-MINCAN-ca52ada7,,Rossland ,British Columbia,49.089721,-117.82777,"Molybdenum, Copper, Tungsten, Gold",,Inactive,1966–1971,
SK-MINCAN-b73b9b70,Kalium Chemicals Division,Belle Plaine ,Saskatchewan,50.3937344175792,-105.15576252378,Potash,,Active,1966–open,
BC-MINCAN-ce0fdb2b,,Granisle ,British Columbia,54.944444,-126.15722,"Copper, Silver, Gold, Molybdenum",,Inactive,1966–1982,
NS-MINCAN-2b42ff73,,,Nova Scotia,46.317043628428,-60.3006764771182,Coal,,Inactive,1967–1993,
NS-MINCAN-998b3c2a,Evans or St. Rose,St. Rose  (Inverness),Nova Scotia,46.3344321491,-61.2044051393,Coal,,Inactive,1967–1992,
ON-MINCAN-4cfcc0df,,Batchawana Bay,Ontario,47.08586,-84.50815,Copper,,Inactive,1967–1974,
QC-MINCAN-94da98d2,,Cadillac ,Quebec,48.2121862370429,-78.4798896747445,Molybdenum,,Inactive,1967–1968,
ON-MINCAN-5f835dbd,,,Ontario,48.59931,-80.21119,Nickel,,Inactive,1967–1970,
SK-MINCAN-5ed14d90,,Fox Valley,Saskatchewan,50.35664,-109.321949895467,Sodium Sulphate,,Inactive,1967–2001,
MB-MINCAN-65db34c6,,Amaranth ,Manitoba,50.56111111111111,-98.72083333333332,Gypsum,,Inactive,1967–1970,
SK-MINCAN-8cfbf0f6,K2,Esterhazy ,Saskatchewan,50.682989911938,-101.849829932264,Potash,,Active,1967–open,
SK-MINCAN-ddcef085,Allan Potashs,Allan,Saskatchewan,51.936923,-106.087161356668,Potash,,Active,1968–open,
AB-MINCAN-0a2d8425,Cardinal River (Cheviot),Luscar and Hinton,Alberta,53.1008220120999,-117.440769634,Coal,,Active,1968–open,
NT-MINCAN-18878335,Bullmoose,Port Radium ,Northwest Territories,65.60416666666666,-118.11666666666666,"Silver, Copper, Lead, Zinc",,Inactive,1968–1985,
NB-MINCAN-3eceb06d,,Minto ,New Brunswick,46.0759529153469,-66.0748074998611,Coal,Minor occurrence (limited to no exploration work),Inactive,1969–1969,
AB-MINCAN-4fc01b26,Highvale,Seba Beach ,Alberta,53.4692849018,-114.524586753999,Coal,,Inactive,1969–2021,
ON-MINCAN-e47d5e14,,Matachewan,Ontario,47.88154,-81.00254,Asbestos,,Inactive,1970–1978,
BC-MINCAN-a1c3a5a3,,Greenwood,British Columbia,49.101666,-118.70277,"Copper, Gold, Silver, Cobalt",,Inactive,1970–1971,
BC-MINCAN-390f14d5,,Peachland,British Columbia,49.879443,-120.00638,"Copper, Molybdenum, Silver, Gold, Zinc, Lead",,Inactive,1970–1990,
MB-MINCAN-9ec4df47,,Fox Lake,Manitoba,56.63333333333333,-101.64305555555556,"Copper, Zinc, Silver, Gold",,Inactive,1970–1985,
BC-MINCAN-07668ed6,,Fort Nelson,British Columbia,58.510833,-125.40472,Copper,,Inactive,1970–1974,
BC-MINCAN-707bb12c,,Bull River,British Columbia,49.503333,-115.38583,"Copper, Silver, Gold, Lead, Zinc",,Inactive,1971–1974,
NL-MINCAN-a34e9244,Ming,Baie Verte ,Newfoundland-and-Labrador,49.9153530132726,-56.0869794504471,"Copper, Gold, Silver, Zinc",,Inactive,1971–2019,NL-MAIN-c139de6d
BC-MINCAN-3e33555f,Eskay Creek,Stewart,British Columbia,56.653888,-130.42888,"Gold, Silver, Zinc, Copper, Lead",,Inactive,1971–2008,BC-MAIN-b1fe389a
NS-MINCAN-3fc275f0,Lingan,New Waterford,Nova Scotia,46.2524929901,-60.0978728007,Coal,"1966: Formation of Cape Breton Development Corporation to revitalize mining in the Sydney coalfield, Nova Scotia. 1968: Cape Breton Development Corporation takes over operations of remaining mines in Sydney coalfield, Nova Scotia.",Inactive,1972–1992,
ON-MINCAN-b907d405,,Sturgeon Lake,Ontario,49.87404,-90.97111,Copper,,Inactive,1972–1988,
BC-MINCAN-2d031a3f,Fording River,Elkford,British Columbia,50.194999,-114.84138,Coal,,Active,1972–open,BC-MAIN-c202b377
BC-MINCAN-52fd4602,,Highland Valley,British Columbia,50.450277,-121.04305,"Copper, Molybdenum, Silver, Gold, Zinc",,Inactive,1972–1986,
SK-MINCAN-605caea3,Boundary Dam,Estevan ,Saskatchewan,49.105929,-103.020215826326,Coal,,Inactive,1973–2019,
ON-MINCAN-051269dd,Maybrun,Atikwa - Populus Lake,Ontario,49.42166,-93.65084,Copper,,Inactive,1973–1974,
ON-MINCAN-76a8d222,Sturgeon Lake Property,Sturgeon Lake,Ontario,49.86967,-90.87355,Copper,,Inactive,1974–1980,
QC-MINCAN-895e975f,,Notre-Dame-du-Laus ,Quebec,46.144042,-75.552239,Graphite,,Inactive,1975–1975; 1980–1988,
NT-MINCAN-8170f1bb,,Pine Point,Northwest Territories,60.833333333333336,-114.5,"Zinc, Lead","100 man capacity // ""The Bullmoose Mine is located 84 kilometers east of Yellowknife, NWT. between Campbell and Buckham Lakes. Although it was open for a short time as an underground prospect in the 1940s, the main development period for this property was in the 1980s when a small mill went into production. The site was remediated and all buildings removed following 1987 closure. The site was viewed from the air in 2000."" (source 1 (Silke), p. 55-61)",Inactive,1975–1976; 1983–1987,
ON-MINCAN-2cbeb8d1,Agnew Lake,Elliot Lake ,Ontario,46.431,-81.62501,Uranium,,Inactive,1977–1983,
BC-MINCAN-a747e74e,,Kamloops,British Columbia,50.661111,-120.515,"Copper, Gold, Silver, Molybdenum, Palladium",,Inactive,1977–2018,
NS-MINCAN-cb40a544,,Gays River ,Nova Scotia,45.029524,-63.3677190777253,"Zinc, Lead, Iron, Copper, Barium, Fluorine",,Inactive,1979–1982; 1991–1991,
ON-MINCAN-3295c45b,,Echo Township,Ontario,49.89671,-92.34736,Gold,,Inactive,1980–1985,
BC-MINCAN-0b632700,,Nicholson,British Columbia,51.211111,-116.86027,"Silica, Aggregate",,Inactive,1980–1997,
SK-MINCAN-11e94936,Rio,Rio Mine,Saskatchewan,54.56666666666667,-101.88333333333334,Gold,"In 1980, Flin Flon Mines Ltd. took over the project conducting a 46 hole diamond drill program totaling 11,352m which included results of 38.28 g/t gold over 4.2 metres in drill hole R12-80 and 14.11 g/t gold over 1.7 metres in drill hole R21-80.

In fall 1982 Flin Flon Mines Ltd. undertook underground development on the Rio (Bootleg) deposit consisting of a ramp decline to a depth of 350 ft. (106.7m). Flin Flon Mines purchased a 300 ton per day mill and planned on using mined material from the Rio and Henning Maloney deposits, with subsequent mined material from the Newcor deposit.

Start-up was postponed until early 1984 due to technical problems but opened by mid¬-1984. The mine closed just three months after start up after experiencing lower than forecast recovery rates. The mine went into receivership, and Vista Mines Inc. (“Vista”) gained possession of the property soon after.",Inactive,1980–1984,
SK-MINCAN-2b7f48b2,Wilcox,Wilcox,Saskatchewan,49.960179,-104.818755292929,Bentonite,,Active,1981–open,
BC-MINCAN-ba0d8f25,Highmont,Highland Valley,British Columbia,50.431666,-120.99805,"Copper, Molybdenum",,Inactive,1981–1984,
BC-MINCAN-21c267ec,,Houston,British Columbia,54.189444,-126.26333,"Silver, Copper, Gold, Antimony, Arsenic",,Inactive,1981–1994,
QC-MINCAN-485c55fd,,Chibougamau ,Quebec,49.9169390463053,-74.3784624081797,"Copper, Gold, Silver",,Inactive,1982–1986,
MB-MINCAN-68b966b2,Spruce Point ,,Manitoba,54.575,-100.40138888888887,"Copper, Zinc, Silver, Gold",,Inactive,1982–1992,
NU-MINCAN-695531a5,Cullaton Lake Gold ,Whale Cove,Nunavut,61.266666666666666,-98.5,Gold,"64,000 oz gold from 0.228 Mt processed, mill-head grade of 10.6 g/t Au, mine site reclaimed (small producer).",Inactive,1982–1985,
BC-MINCAN-16f4795b,,Empire Valley,British Columbia,51.345277,-122.35166,"Perlite, Pozzolan",,Inactive,1983–1987,
BC-MINCAN-70500609,,Goldstream Mine,British Columbia,51.624999,-118.42888,"Copper, Silver, Gold, Zinc, Cadmium, Antimony",,Inactive,1983–1996,
BC-MINCAN-cbc47538,Quintette,Tumbler Ridge,British Columbia,55.027221,-121.19055,Coal,,Inactive,1983–2000,
SK-MINCAN-b20ab2db,Key Lake,Key Lake,Saskatchewan,57.201114,-105.666104000964,Uranium,,Inactive,1983–2018,SK-MAIN-bb89158f
NT-MINCAN-1ac62e15,Salmita ,,Northwest Territories,64.07916666666667,-111.24583333333334,Gold,"""In 1986, there were 90 company employees and an unknown amount of contractors from R.M. Drilling, the winze sinking contractor. Turnover was approximately 40% (mine records)."" (source1 (Silke), p.438)",Inactive,1983–1987,
NS-MINCAN-9d5998a5,East Kemptville ,"East Kemptville, Yarmouth County",Nova Scotia,44.103137,-65.6808793231312,"Tin, Copper, Zinc, Silver","Rio Algom constructing plant for tin mine, near Yarmouth, Nova Scotia",Inactive,1984–1992,
ON-MINCAN-c0e3b525,Aquarius,Maclem Twp,Ontario,48.53189,-80.86851,Gold,,Inactive,1984–1988,
BC-MINCAN-a9413d41,Mt. Brussilof,Radium Hot Springs,British Columbia,50.788888,-115.67888,Magnesia,,Inactive,1984–2015,
NB-MINCAN-d78b03c0,,Cape Spencer ,New Brunswick,45.19832,-65.91163,Gold,,Inactive,1986–1988,
NB-MINCAN-f60171f2,,Poodiac,New Brunswick,45.607191,-65.534962,Silica,,Active,1986–open,
YT-MINCAN-e836ab88,Whiskey Lake,Whitehorse,Yukon,61.97472222222223,-132.53250000000003,Coal,,Inactive,1986–1992,
NT-MINCAN-c51baa23,Tom and Ptarmigans,Yellowknife ,Northwest Territories,62.520833333333336,-114.19583333333334,Gold,"The mine was also in production from1941 to 1942/// ""Ptarmigan and Tom operations were in full swing after 1989 when Treminco installed its own milling plant. The mine began to loose profit in 1992 and reserves continued to drop throughout the 1990s. A depletion of economic orebodies forced a final closure in 1997."" (source1 (Silke), p.399)",Inactive,1986–1997,
ON-MINCAN-7b29d7b3,Bell Creek,,Ontario,48.56007,-81.17146,Gold,,Active,1987–1994; 2012–open,ON-MAIN-bfbcd72e
ON-MINCAN-a7aa012e,Golden Patricia,Sioux Lookout,Ontario,51.36594,-91.13417,Gold,,Inactive,1987–2015,
BC-MINCAN-2aa592d1,,Quesnel,British Columbia,52.751388,-122.53472,Diatomite,,Inactive,1987–1993,
MB-MINCAN-7dac0000,Tartan Lake,,Manitoba,54.85611111111111,-101.73055555555555,Gold,,Inactive,1987–1989,
SK-MINCAN-f65e8555,Star Lake,,Saskatchewan,55.984445,-104.279167475713,Gold,,Inactive,1987–1989,
YT-MINCAN-18d14cee,Mount Skukum ,Mount Skukum,Yukon,60.20666666666667,-135.46916666666667,"Gold, Silver",,Inactive,1987–1988,
AB-MINCAN-5182058c,Genesee,Warburg,Alberta,53.3295060646999,-114.365518316999,Coal,,Active,1988–open,
BC-MINCAN-9c535c07,,Johnny Mountain Mine,British Columbia,56.62361,-131.06749,"Gold, Silver, Copper, Lead, Zinc",,Inactive,1988–1993,
NB-MINCAN-35aef61d,Murray Brook ,Bathurst,New Brunswick,47.5253,-66.43163,"Copper, Silver",,Inactive,1989–1993,NB-MAIN-8e04eb21
AB-MINCAN-df542726,,Fort Saskatchewan,Alberta,53.7004071006727,-113.216539450811,Salt,very minor production esp. Compare to oil and gas production in the same location,Active,1989–open,
SK-MINCAN-5ed22e98,Cluff Lake,Cluff Lake,Saskatchewan,58.366664,-109.54222381121,Uranium,,Inactive,1989–2002,
NT-MINCAN-fa0b362b,Colomac,Indin Lake,Northwest Territories,64.4,-115.1,Gold,"The mine was also in production from 1946 to 1946. /////indigenous history (source1 (Silke), p.103) ///It produced gold from 1990-1991 and from 1994-1997 when low gold prices bankrupted the company and shut down the mine for good. /// Camp facilities at Colomac Mine consisted of an Atco trailer complex with 276 rooms and 7 suites, including a small recreation room in the kitchen complex. On average, 320 personnel were employed at Colomac Mine. An agreement between local Dogrib communities and Neptune Resources Corporation Limited suggested that 25% of the workforce be aboriginal. (source1 (Silke), p.107)",Inactive,1989–1991; 1994–1997,
QC-MINCAN-983702b9,Gaspé Division,Gaspé,Quebec,48.951944,-65.51863,Copper,,Inactive,1990–2002,
AB-MINCAN-ad5bcd89,Coleman,Hazel,Alberta,49.6703863102,-114.504041639999,"Lime, Dolomite",,Active,1990–open,
AB-MINCAN-95fd8b3b,,Taber,Alberta,49.790458602932,-112.1247863,Lime,sugar factory still open,Active,1990–open,
SK-MINCAN-f0f61913,Callinan,Flin Flon ,Manitoba,54.78611111111111,-101.8875,"Zinc, Copper, Gold, Silver, Cadmium",,Inactive,1990–2001,
BC-MINCAN-ee876e3b,Golden Bear,Telegraph Creek,British Columbia,58.210833,-132.29361,"Gold, Silver, Copper, Antimony",,Inactive,1990–2000,
BC-MINCAN-d8cf3b3a,,Fort Langley,British Columbia,49.1896586099683,-122.660599244181,Lime,,Active,1991–open,
AB-MINCAN-bab4efd2,,Exshaw,Alberta,51.0713894272711,-115.135198551,Lime,,Active,1991–open,
BC-MINCAN-9d1a1c91,Snip,Iskut River,British Columbia,56.66861,-131.10888,"Gold, Silver, Zinc, Copper, Lead",,Inactive,1991–1999,
YT-MINCAN-87bc8e2e,Sa Dena Hes,Watson Lake ,Yukon,60.547777777777775,-128.8788888888889,"Lead, Zinc","110 workers /// socio-economic agreement was signed by Cominco, Kaska Dena First Nation, Liard First Nation, the Town of Watson Lake and the Yukon Government in 1991",Inactive,1991–1992,
SK-MINCAN-2aefa179,,Hudson Bay ,Saskatchewan,52.98583,-101.744038330528,Silica,small scale /// Lower Cretaceous Mannville Group silica sand.  Last quarried for golf course bunker sand.,Active,1993–open,
MB-MINCAN-a988fc30,BT,Lynn Lake ,Manitoba,56.8510876908444,-101.055681021547,Gold,,Inactive,1993–1996,
QC-MINCAN-eb4506ef,,St. Jean Vianney ,Quebec,48.624195,-67.332241,Quartz,,Inactive,1994–2000,
BC-MINCAN-5086dd4f,Afton-Ajax,Kamloops,British Columbia,50.608055,-120.40444,"Copper, Gold, Silver, Molybdenum",,Inactive,1994–1997,
BC-MINCAN-414f1f65,Mascot,Hedley,British Columbia,49.365,-120.06694,"Gold, Silver",,Inactive,1995–1995,
MB-MINCAN-4aaef279,Photo Lake,Snow Lake,Manitoba,54.859722222222224,-100.10277777777776,"Copper, Zinc, Gold, Silver",,Inactive,1995–1998,
NS-MINCAN-a1dd1ad1,Stellarton,Stellarton ,Nova Scotia,45.5551203286,-62.5539299342,Coal,"another in 2003 is called Coalburn Mine /// Rio Algom constructing plant for tin mine, near Yarmouth, Nova Scotia",Inactive,1996–2019,
BC-MINCAN-4611f856,Huckleberry,Kemano,British Columbia,53.68111,-127.17805,"Copper, Molybdenum, Silver, Gold",,Inactive,1997–2016,
NT-MINCAN-ea720725,Panda (Ekati Project),Lac de Gras,Northwest Territories,64.71666666666667,-110.60833333333332,Diamond,Brief closure between 2020 and 2021,Active,1997–open,
QC-MINCAN-8f0f7e05,Ardorbec,Danville ,Quebec,45.748462,-71.961305,Magnesium,,Active,1998–open,
QC-MINCAN-54661244,Jeffrey,Asbestos (Val-des-Sources),Quebec,45.7751,-71.9476,Chrysotile,"FR: En 1992, la mine est l'objet d'une importante grève, qui débouche sur la mutualisation de la mine pour pérenniser sa production. This should be the largest Asbestos mine in the world https://gq.mines.gouv.qc.ca/documents/EXAMINE/GM61155/GM61155.pdfMine: Open-pit chrysotile asbestos mine measuring some 2 km in diameter and eventually reaching a depth of 350 m. Mining began in 1879. In 1950 an attempt was made to switch to block caving but was abandoned after 10 years. In 1969 the pit was expanded, requiring the relocation of the adjacent town. However, world demand for asbestos fell drastically in the 1980s when its carcinogenic properties became known and worldwide bans were implemented on its use as a building material. In 1996, in an attempt to mine a high-grade area at the bottom of the pit, another attempt was made to switch to underground methods, but government subsidies were exhausted in 2001, and since then the mine has been inactive.https://www.huffpost.com/archive/qc/entry/mine-jeffrey-dit-adieu-a-son-pret_n_1958099    //////https://gq.mines.gouv.qc.ca/documents/examine/DV9301/DV9301.pdf",Inactive,1879–2009,
BC-MINCAN-0a623af9,,,British Columbia,49.6544806773149,-114.714544408585,Coal,"The Crow's Nest Pass Coal Company was established in 1897 to develop the coal resources of the British Columbia side of the Crowsnest Pass. Several subsidiaries were created to operate ancillary activities. They included the Morrissey, Fernie and Michel Railway, and the Crows Nest Pass Electric Light and Power Company. Various mines were opened at Coal Creek, Natal, Michel and Morrissey. After the Second World War demand for coal dropped and the company diversified through a subsidiary, Crow's Nest Pass Oil and Gas Company. As the 1950s and 1960s progressed the mines were closed and the company moved into the forest products area. Other subsidiaries acquired by the company were American Coal and Coke Company, Crows Nest Forest Products, Crows Nest Plywoods Ltd., East Kootenay Lumber Company, E.C. Letcher Lumber Company, Fernie Equipment Company, Gold Creek Timber Company, Knight Lumber Company, Kootenay and Elk Railway Company, Kootenay Coal Company, Transpacific Export Corporation (Transpac), Crow's Nest Pass Lumber Company, St. Mary's Lumber Company, and Wilson Lumber Company (Fernie) Ltd. In 1965 the name of the company was changed to Crows Nest Industries Ltd. In 1968 the company's coal resources were sold to Kaiser Steel and the assets of Crows Nest Pass Electric Light and Power were sold to British Columbia Hydro. Another subsidiary, Transpac, was sold in 1971. A change in the demand for coal resulted in the company reacquiring some coal lands from Kaiser in 1976. In 1977 Shell Canada purchased the company and renamed it Crowsnest Resources Ltd. The company was disbanded in 1991 and its assets redistributed. ///1876-1983, predominant 1897-1978 (Creation)",Inactive,1897–1978,
