x,y,yearbook_table_trans,bgs_commodity_code,units,bgs_statistic_type_trans,bgs_commodity_trans,concat_table_notes_code,country_trans,bgs_sub_commodity_trans,concat_table_notes_text,country_iso2_code,erml_group,concat_figure_notes_code,country_iso3_code,erml_commodity,concat_figure_notes_text,year,pole_of_inaccessibility_longitude,erml_sub_commodity,pole_of_inaccessibility_latitude,cgi_commodity_url,yearbook_table_id,quantity
-119.677633,59.205383999999995,Mine production of zinc,153,tonnes (metal content),Production,"zinc, mine",,Canada,,,CA,Zinc,,CAN,"Zinc (mine production, metal content)",,2014-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/zinc,153,352125
-119.677633,59.205383999999995,Production of tantalum and niobium minerals,137,tonnes (metric),Production,tantalum and niobium minerals,1|2|3,Canada,Pyrochlore -Nb content,"Niobium and tantalum minerals are also believed to be produced in Namibia and South Africa.|Tantalum is also recovered from tin slags and this is believed to have accounted for approximately 20% of raw material supplied.|The figures in this table refer to gross tonnage of tantalum and niobium concentrates, except where noted",CA,,,CAN,,,2014-01-01,-119.677633,,59.205384,,137,4907
-119.677633,59.205383999999995,Mine production of uranium,169,tonnes (metal content),Production,uranium,1,Canada,,Excluding uranium production from decommissioning operations,CA,,,CAN,,,2014-01-01,-119.677633,,59.205384,,169,9101
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Other platinum metals,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|Wherever possible, figures relate to quantities of platinum group metals thought to be recovered from ores originating in the country stated",CA,Platinum group metals,*,CAN,"Platinum group metals (mine production, metal content)",Estimates.,2014-01-01,-119.677633,Ores and concentrates (Other platinum metals content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/platinum-group,113,1400
-119.677633,59.205383999999995,Production of salt,124,tonnes (metric),Production,salt,1|2,Canada,Other salt,Salt is known to be produced in many countries for which statistics are not available.|This table does not include production of refined salt,CA,Salt,e,CAN,Salt,Including salt in brine.,2014-01-01,-119.677633,Other salt,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,995546
-119.677633,59.205383999999995,Mine production of silver,128,kilograms (metal content),Production,"silver, mine",,Canada,,,CA,Silver,,CAN,"Silver (mine production, metal content)",,2014-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/silver,128,495403
-119.677633,59.205383999999995,Production of graphite,62,tonnes (metric),Production,graphite,1,Canada,,This table includes all forms of amorphous and crystalline graphite but excludes synthetic material,CA,Graphite,*,CAN,Graphite,Estimates.,2014-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/graphite,60,20000
-119.677633,59.205383999999995,Production of crude petroleum,109,tonnes (metric),Production,"petroleum, crude",1,Canada,,The figures shown in this table include natural gas liquids,CA,,,CAN,,,2014-01-01,-119.677633,,59.205384,,106,186200000
-119.677633,59.205383999999995,Mine production of molybdenum,99,tonnes (metal content),Production,"molybdenum, mine",1,Canada,,"In addition to the countries listed, Australia, Georgia, India, Democratic P.R. of Korea, Romania and Tajikistan are believed to produce molybdenum",CA,Molybdenum,,CAN,"Molybdenum (mine production, metal content)",,2014-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/molybdenum,99,8681
-119.677633,59.205383999999995,Mine production of tungsten,147,tonnes (metal content),Production,"tungsten, mine",1,Canada,,"In addition to the countries listed, the USA is known to produce tungsten",CA,Tungsten,,CAN,"Tungsten (mine production, metal content)",,2014-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/tungsten,147,2689
-119.677633,59.205383999999995,Production of barytes,17,tonnes (metric),Production,barytes,1,Canada,,This table may include small quantities of witherite,CA,Barytes,,CAN,Barytes,,2014-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/baryte,15,35000
-119.677633,59.205383999999995,Production of refined lead,81,tonnes (metric),Production,"lead, refined",1,Canada,,Figures relate to both primary and secondary refined lead and include the lead content of antimonial lead,CA,Lead,,CAN,"Lead, refined",,2014-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lead,81,281456
-119.677633,59.205383999999995,Production of pig iron,72,tonnes (metric),Production,"iron, pig",1,Canada,,"The data in this table include sponge iron and direct reduced iron (DRI) , where these have been separately identified",CA,Iron and steel,,CAN,Pig iron,,2014-01-01,-119.677633,Pig iron,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/iron,72,8210000
-119.677633,59.205383999999995,Production of lithium minerals,84,tonnes (metric),Production,lithium minerals,1,Canada,Lithium minerals (Carbonate -Li content),"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,,,CAN,,,2014-01-01,-119.677633,,59.205384,,84,20
-119.677633,59.205383999999995,Mine production of platinum group metals,113,kilograms (metal content),Production,"platinum group metals, mine",1|2|3,Canada,Palladium,"Figures for metal production are only given for countries where recovery is thought to be based predominantly on domestic materials or on imported materials which have not been recorded as mine production elsewhere in the table|In addition to the production listed, concentrates produced in Spain, and possibly other countries, are believed to be processed in China to recover platinum group metals|Wherever possible, figures relate to quantities of platinum group metals thought to be recovered from ores originating in the country stated",CA,Platinum group metals,*,CAN,"Platinum group metals (mine production, metal content)",Estimates.,2014-01-01,-119.677633,Ores and concentrates (Palladium content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/palladium,113,21000
-119.677633,59.205383999999995,Production of lithium minerals,84,tonnes (metric),Production,lithium minerals,1,Canada,Spodumene,"In addition to the countries listed, Russia has also produced lithium minerals in the past.",CA,Lithium,,CAN,Lithium minerals,,2014-01-01,-119.677633,Spodumene,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/lithium,84,0
-119.677633,59.205383999999995,Production of mica,98,tonnes (metric),Production,mica,1,Canada,,"In addition to the countries listed, Egypt and Romania are believed to produce mica",CA,Mica,*,CAN,Mica,Estimates.,2014-01-01,-119.677633,Mica,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/mica,96,22000
-119.677633,59.205383999999995,Production of natural gas,107,million cubic metres,Production,natural gas,1,Canada,,So far as possible the figures in this table exclude flared or reinjected gas,CA,,,CAN,,,2014-01-01,-119.677633,,59.205384,,107,151352
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Ferro-vanadium,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,,CAN,,,2014-01-01,-119.677633,,59.205384,,74,1300
-119.677633,59.205383999999995,Production of refined tellurium,168,tonnes (metric),Production,"tellurium, refined",1,Canada,,"In addition to the countries listed, Germany and Belgium are believed to produce refined tellurium",CA,Tellurium,,CAN,Tellurium,,2014-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/tellurium,168,9
-119.677633,59.205383999999995,Refinery production of indium,738,tonnes (metric),Production,"indium, refinery",1,Canada,,"In addition to the countries listed, Kazakhstan is believed to produce small quantities of indium",CA,Indium,*,CAN,"Indium, refined",Estimates.,2014-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/indium,738,67
-119.677633,59.205383999999995,Mine production of cobalt,36,tonnes (metal content),Production,"cobalt, mine",1|2|3|4,Canada,,"Consequently, the figures in this table may relate either to cobalt recovered or to cobalt contained in ore raised.|In addition to the countries listed, cobalt is contained within copper ores in Poland but this is not currently recovered.|In many countries it is not clear whether cobalt that is known to be present in the extracted ore is subsequently recovered, nor whether the reported figure is contained or recovered cobalt.|There is frequently a considerable disparity between the cobalt content of ore raised and cobalt actually recovered.",CA,Cobalt,,CAN,"Cobalt (mine production, metal content)",,2014-01-01,-119.677633,Ores and concentrates (metal content),59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/cobalt,36,6907
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Ferro-silicon,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,*,CAN,,Estimates.,2014-01-01,-119.677633,,59.205384,,74,32000
-119.677633,59.205383999999995,Production of Gypsum,65,tonnes (metric),Production,gypsum and plaster,1|2,Canada,,"In addition to the countries listed, Indonesia, Japan and Vietnam may also produce gypsum.|Some countries produce large quantities of synthetic gypsum. Where possible, this output is excluded from the table",CA,Gypsum,a,CAN,Gypsum,Including anhydrite.,2014-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/gypsum,63,1811000
-119.677633,59.205383999999995,Production of salt,124,tonnes (metric),Production,salt,1|2,Canada,Rock salt,Salt is known to be produced in many countries for which statistics are not available.|This table does not include production of refined salt,CA,Salt,,CAN,Salt,,2014-01-01,-119.677633,Rock salt,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/salt,122,13173990
-119.677633,59.205383999999995,Production of iron ore,71,tonnes (metric),Production,iron ore,,Canada,,,CA,Iron and steel,g,CAN,Iron ore,Including by-product iron ore.,2014-01-01,-119.677633,,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/iron-ore,69,44196000
-119.677633,59.205383999999995,Production of ferro-alloys,74,tonnes (metric),Production,ferro-alloys,1|2,Canada,Silicon metal,"In addition to the countries listed, Bahrain and Chile also produce ferro-chrome.|In addition to the countries listed, Saudi Arabia also produces ferro-manganese and ferro-silico-manganese.",CA,,*,CAN,,Estimates.,2014-01-01,-119.677633,,59.205384,,74,30000
-119.677633,59.205383999999995,Production of bentonite and fuller's earth,20,tonnes (metric),Production,bentonite and fuller's earth,1|2|3|4,Canada,Bentonite,"Bentonites consist of montmorillonite (one of the smectite group of clay minerals) and occur in two main varieties, calcium bentonite, the most commonly occurring, and sodium bentonite, industrially the more important|Calcium bentonite can be converted to sodium bentonite by a sodium-exchange process|In addition to the countries listed, Vietnam may produce bentonite and Algeria, France, Iran and Japan may produce fuller's earth|In some countries, such as the United Kingdom, calcium bentonite is known as fuller's earth, a term which is also used to refer attapulgite, a mineralogically distinct clay mineral but exhibiting similar properties",CA,Bentonite and fuller's earth,k,CAN,Bentonite,Sales.,2014-01-01,-119.677633,Bentonite,59.205384,http://resource.geosciml.org/classifier/cgi/commodity-code/bentonite,18,2083
